RIC,Weight
DOW.AX,0.003190685
0570.HK,0.001614688
BLKI.NS,0.003600621
ORAN.PA,0.034259134
SNTJ.J,0.001015953
TOU.TO,0.022228614
LREN3.SA,0.005538373
0392.HK,0.002625141
300699.ZK,0.000329644
RBREW.CO,0.006835736
DB1Gn.DE,0.05180493
3659.T,0.011971409
IMB.L,0.032412582
8411.T,0.063407323
TPGC.KL,0.001607513
BALL.N,0.026341308
JSWE.NS,0.002056612
1038.HK,0.004639365
0386.HK,0.021958899
NDAFI.HE,0.060266643
BXP.N,0.014839089
1088.HK,0.015293892
002701.ZK,0.000171676
6301.T,0.037993765
INTB3.SA,0.000543812
POLI.TA,0.018450676
600406.SH,0.002919676
600028.SH,0.003275794
601108.SH,0.000516116
BA.N,0.179667042
300408.ZK,0.000908686
002416.ZK,7.08E-05
TVSM.NS,0.005910619
6594.T,0.044199972
000709.ZK,0.00034559
601633.SH,0.001044508
COP.N,0.200828417
NXT.AX,0.006828955
VIPS.N,0.009104422
000009.ZK,0.00044417
QUAGR.IS,0.000275554
NI.N,0.017167153
TXT.N,0.020813949
SCC.BK,0.010617203
IRPC.BK,0.001064382
002153.ZK,0.000530827
LATOb.ST,0.004382857
AMZN.OQ,1.822632143
CTAS.OQ,0.06644185
300253.ZK,0.000230088
2009.HK,0.000392574
601866.SH,0.000367651
600556.SH,0.000138411
ALDA.PA,0.002202157
688385.SH,0.000243063
002812.ZK,0.0010726
LEA.N,0.013275087
BIC.CN,0.003521311
WAB.N,0.030770864
CMI.N,0.055933308
ITSA4.SA,0.016153025
ILMN.OQ,0.043396825
TKAG.DE,0.006121561
ALL.AX,0.026132206
WBD.OQ,0.042827778
3269.T,0.004888225
ARION.IC,0.00247435
DGE.L,0.147795395
1788.HK,0.000282973
UHRN.S,0.004947394
002493.ZK,0.000538392
9044.T,0.003514817
HDFL.NS,0.012029264
LVS.N,0.030222093
GRTJ.J,0.003600489
SUSEG.DE,0.000735367
601985.SH,0.001789929
9506.T,0.004378338
GENT.KL,0.003037534
B3SA3.SA,0.026794115
7649.T,0.002394702
1326.TW,0.010841035
AON.N,0.103032428
9917.TW,0.001526629
LONN.S,0.072555113
ADNA.NS,0.007603616
2886.TW,0.021561301
SCAb.ST,0.012665453
097950.KS,0.002648529
601166.SH,0.004803015
NSC.N,0.081345989
YYLGD.IS,0.000126739
ASTOR.IS,0.00092597
6481.T,0.003731467
002506.ZK,0.000261652
002371.ZK,0.002251379
8976.T,0.00183171
002460.ZK,0.001440887
000883.ZK,0.000414835
CAT.N,0.207488763
WTC.AX,0.013545999
ENI.MI,0.050585522
0136.HK,0.0018724
000725.ZK,0.002412893
DGX.N,0.023921118
EMAARDEV.DU,0.002277197
3328.HK,0.006375938
BBDC4.SA,0.027319224
293490.KQ,0.001612841
9508.T,0.004436829
MDT.N,0.175181206
600906.SH,0.000194119
REY.MI,0.003937832
7203.SE,0.006775668
MFG.AX,0.00123943
LVMH.PA,0.364020837
BNZL.L,0.018836131
600216.SH,0.000159466
600061.SH,0.00049986
BJAT.NS,0.003653619
1882.HK,0.002117261
5201.T,0.009949113
BAES.L,0.055648495
6993.HK,0.000649956
YKBNK.IS,0.001977032
BPAC11.SA,0.012269681
603515.SH,9.11E-05
AZN.L,0.302841534
LYB.N,0.035751501
MU.OQ,0.108081876
TATE.L,0.005807152
6049.HK,0.0009936
9684.T,0.005544152
CNR.TO,0.106273922
RBPJ.J,0.000802884
4751.T,0.004821593
SQ.N,0.065220837
5714.T,0.002197523
BLND.L,0.005988485
3288.T,0.003960107
7984.T,0.001816032
0968.HK,0.007005078
601699.SH,0.000748064
600900.SH,0.007879609
603228.SH,0.00013303
6966.T,0.002348266
TUPRS.IS,0.004306941
CIEL3.SA,0.001696323
TLITn.MI,0.002626495
MCK.N,0.085663446
005300.KS,0.000533514
INGA.AS,0.078352334
ALARK.IS,0.000607529
LH.BK,0.003086061
3141.T,0.00298602
CNA.N,0.001507879
BJFN.NS,0.033754077
3008.TW,0.011433276
600095.SH,0.00018342
600522.SH,0.000797189
BESI.AS,0.013892419
300257.ZK,0.000221018
AVIA.JK,0.001126571
O.N,0.061371011
900948.SS,0.002179989
EUFI.PA,0.012366208
URW.PA,0.009190524
HRL.N,0.017323123
2891.TW,0.02352039
7532.T,0.011782448
200596.SZ,0.003247652
RSG.N,0.046866006
LXSG.DE,0.004479934
600362.SH,0.000602831
SEBF.PA,0.003767959
GSK.L,0.106881574
ADYEN.AS,0.077931567
NVCR.OQ,0.006324506
DSCT.TA,0.010339078
035760.KQ,0.00079876
LOGN.S,0.015544671
7751.T,0.03957694
2503.T,0.016917437
GGPS3.SA,0.002297297
WN.TO,0.011939081
000402.ZK,0.000200295
302440.KS,0.002133516
SAMPO.HE,0.031248211
7458.T,0.002336595
3088.T,0.010554599
000157.ZK,0.000744387
002916.ZK,0.000222412
004170.KS,0.001582046
8058.T,0.087995671
004370.KS,0.001524232
PAYT.NS,0.002797327
2057.HK,0.017726938
CRDA.L,0.015644743
ROK.N,0.060674685
BRES.QA,0.00231767
2282.HK,0.001470058
5101.T,0.004379833
ATHM.N,0.002649215
SRENH.S,0.046678105
AOT.BK,0.013657932
ASML.AS,0.448540633
AXIA.KL,0.003789735
SOF.BR,0.005032135
CRFB3.SA,0.001826504
BZ.OQ,0.007357907
300866.ZK,0.000158798
601328.SH,0.003207677
TECN.S,0.007752556
002185.ZK,0.000479475
8113.T,0.02247845
STAR.SI,0.000678681
KONTR.IS,0.000812145
0425.HK,0.003120152
WM.N,0.103181501
GOCP.NS,0.007061405
SCHE.NS,0.002372561
6066.HK,0.001460109
SKFb.ST,0.010945273
WRB.N,0.01959914
OSP.BK,0.001754799
MTMJ.J,0.001954059
600597.SH,0.00021427
000656.ZK,0.000108697
RA.MX,0.002845912
ENEV3.SA,0.004753758
7030.SE,0.002491493
ANN.AX,0.003159933
HRA.MI,0.003646262
5334.T,0.006190191
601006.SH,0.001599335
375500.KS,0.001121029
HTHT.OQ,0.013362366
9009.T,0.008624157
2015.HK,0.030456726
3799.HK,0.001415263
BAP.N,0.016193647
3958.HK,0.000698083
688777.SH,0.000641643
ERES.QA,0.000724748
LISP.S,0.020448247
0914.HK,0.004521098
KOZAA.IS,0.000592544
600887.SH,0.002595661
PRU.L,0.058985376
SWEDa.ST,0.029067999
1913.HK,0.005728499
TLKM.JK,0.018135842
002123.ZK,0.000175217
000988.ZK,0.000644678
MTCH.OQ,0.02033807
JFC.PS,0.002936216
SGEN.OQ,0.041883529
OMAB.MX,0.004903135
9989.HK,0.000153547
NCM.AX,0.025687465
002600.ZK,0.00072582
STLAM.MI,0.056532558
KARSN.IS,0.000218075
KMPUR.IS,0.000190379
GENM.KL,0.00238542
O2Dn.DE,0.003766275
EXPE.OQ,0.026444049
ALQ.AX,0.005754733
000758.ZK,0.000141922
PCOP.WA,0.002015945
4966.TWO,0.003187482
600699.SH,0.000405338
HLMA.L,0.016604665
TOPO.NS,0.002481616
000733.ZK,0.000723774
3320.HK,0.001989604
1816.HK,0.004183536
ADEN.S,0.009517915
601155.SH,0.000465195
271560.KS,0.003139677
KORDS.IS,0.000260563
6178.HK,0.000274436
FERTIGLOBE.AD,0.001608665
PPT.AX,0.003026647
CE.N,0.018590994
PTM.AX,0.000873178
NET.N,0.031920729
TENA.KL,0.009873459
ECZYT.IS,0.000188468
TORP.NS,0.003488039
WLIL.SI,0.00921154
INIR.NS,0.003482543
688187.SH,0.000363079
603868.SH,0.000178297
CTLT.N,0.012529567
600008.SH,0.000313034
688536.SH,0.000333998
2801.TW,0.006125616
GLO.PS,0.00160483
0341.HK,0.000641249
051900.KS,0.005183156
COLBUN.SN,0.001716765
LNG.A,0.058504374
SGM.AX,0.002556465
002690.ZK,0.000300885
AEGN.AS,0.014215828
PNBK.NS,0.002521583
3406.TW,0.001641805
6781.TW,0.000803836
BG.N,0.023399943
BBAJIOO.MX,0.003609388
021240.KS,0.003009702
ADAN.NS,0.004424292
000718.ZK,0.000121744
7731.T,0.006139933
1199.HK,0.001235706
8984.T,0.006532226
COLG.NS,0.004539242
8308.T,0.016769172
000785.ZK,0.000145057
1299.HK,0.181037926
300418.ZK,0.000698176
MACE.NS,0.002910965
JPM.N,0.684226545
300498.ZK,0.000517535
DG.N,0.054854677
DDOG.OQ,0.047311149
SAMD.NS,0.004277636
2408.TW,0.002796478
4812.T,0.001357397
UGPA3.SA,0.005100137
TCFP.PA,0.023526531
2356.TW,0.009757967
2501.T,0.002460081
9688.HK,0.004147384
204320.KS,0.001982704
4887.T,0.001492564
1929.HK,0.004442111
ABNB.OQ,0.090441343
7947.T,0.001404168
DLF.NS,0.005702988
PIKJ.J,0.001139658
ORA.AX,0.002983158
COLOb.CO,0.021527728
300026.ZK,0.000231669
603127.SH,0.000226911
2269.T,0.009392189
AKER.OL,0.002286599
9766.T,0.007895456
GWO.TO,0.01240358
BKNG.OQ,0.168483763
YAL.AX,0.000843445
KLKK.KL,0.004166722
002382.ZK,8.14E-05
1821.HK,0.007068822
000999.ZK,0.000798008
1102.TW,0.005269101
OGN.N,0.007978612
688099.SH,0.000584261
601818.SH,0.002144474
OEBO.NS,0.002300719
TD.TO,0.17885168
600580.SH,0.000261544
000683.ZK,0.000389616
5406.T,0.00487233
CNQ.TO,0.095294096
0019.HK,0.005142494
000539.ZK,0.000266924
DPH.L,0.008145777
TAH.AX,0.002615749
SOLB.BR,0.012229806
000902.ZK,0.000218452
VOD.L,0.031117011
4684.T,0.016955346
600655.SH,0.000402736
ASURB.MX,0.008920377
ROL.N,0.014960807
6865.HK,0.002022083
LOTB.BR,0.005168934
EIX.N,0.039912574
MPC.N,0.080267398
002901.ZK,6.72E-05
BP.L,0.157836413
BBDC3.SA,0.006976985
FSLR.OQ,0.032644966
TWE.AX,0.008190518
DIS.N,0.239384983
BANPU.BK,0.003171673
1877.HK,0.000831846
TRUE.BK,0.003248436
3407.T,0.012913054
FOUG.PA,0.011784809
STEG.SI,0.00639488
200581.SZ,0.000285729
BOLL.PA,0.010097677
051905.KS,0.000471454
1313.HK,0.001269022
0272.HK,0.000570523
MONC.MI,0.022064853
1476.TW,0.004884903
SYF.N,0.02348441
2290.SE,0.005265164
200869.SZ,0.000436071
000031.ZK,0.000208893
SIXG_p.DE,0.001925697
SOGN.PA,0.028344177
1339.HK,0.004562369
BRSAN.IS,0.00057494
AFL.N,0.064999027
RAAG.DE,0.00537424
3231.T,0.003967834
000983.ZK,0.000681091
3331.HK,0.000928952
9201.T,0.004814685
BCE.TO,0.020098119
002797.ZK,0.000357792
0811.HK,0.000394963
008770.KS,0.002742829
6618.HK,0.010439559
002192.ZK,0.000241557
HTHB.KL,0.001126881
2603.TW,0.004876494
8031.T,0.084371333
BEZG.L,0.007348449
002459.ZK,0.001628157
VOYA.N,0.011168016
HBAN.OQ,0.0255023
ALNY.OQ,0.039267577
TFC.N,0.069689682
002242.ZK,0.000166622
200012.SZ,0.000539153
PGAS.JK,0.001447965
PSA.N,0.070215699
688390.SH,0.000367602
2799.HK,0.001100494
BRBY.L,0.015832109
0576.HK,0.00139059
TAP.N,0.018058194
ZTS.N,0.120587723
YY.OQ,0.001668284
605358.SH,0.000379251
5880.TW,0.014117415
BAMI.MI,0.010489383
AKSA.IS,0.000525136
BRIT.NS,0.011193978
QFIN.OQ,0.003143597
SOL.AX,0.008716675
7071.T,0.000738891
DNB.OL,0.031306983
INTU.OQ,0.206118764
UNIP6.SA,0.001202592
3697.T,0.003813835
MARL.IC,0.002853479
000987.ZK,0.000206391
601077.SH,0.000263831
AIZ.N,0.010176181
2688.HK,0.013211648
0012.HK,0.005824645
GS.N,0.16583468
601555.SH,0.000561011
8046.TW,0.002845446
QCOM.OQ,0.208747937
TEVA.TA,0.013881559
4938.TW,0.008463371
CENCOSHOPP.SN,0.001382765
BPT.AX,0.002726402
EPIRb.ST,0.010105223
AMMB.KL,0.002685287
5803.T,0.003407153
UMI.BR,0.009568028
SHLG.DE,0.023955305
002152.ZK,0.000432833
4204.T,0.007244434
PAYC.N,0.028590206
7272.T,0.013274155
000625.ZK,0.001706456
002498.ZK,9.38E-05
NOKIA.HE,0.031592003
600236.SH,0.000277076
0665.HK,0.000493561
002127.ZK,0.000136785
6699.HK,0.000585909
ONGC.NS,0.012024678
EA.BK,0.004194694
600999.SH,0.001536212
RRTL.DE,0.002463902
1316.HK,0.000888757
ABB.NS,0.004422337
GWIND.IS,0.000187576
300207.ZK,0.000446618
3281.T,0.006859288
DLEKG.TA,0.001438453
2899.HK,0.014175912
LMDr.AT,0.0008444
AURE3.SA,0.001627739
ESSITYb.ST,0.025756699
PAYX.OQ,0.059938166
9735.T,0.019445566
9843.T,0.014094191
HPHT.SI,0.001485934
BALDb.ST,0.004229408
REA.AX,0.007791789
000800.ZK,0.000311491
DIVI.NS,0.008590039
8572.T,0.001502805
300369.ZK,0.000141034
AGNr.AT,0.000769247
FED.NS,0.003927317
6506.T,0.017644148
000831.ZK,0.000449628
601992.SH,0.000267637
9921.TW,0.003606701
LHX.N,0.056526249
300604.ZK,0.000394209
002405.ZK,0.000399306
6969.HK,0.002653562
600884.SH,0.000507284
0656.HK,0.00226164
IT.N,0.043700712
JNSP.NS,0.004592685
688009.SH,0.000579316
MBT.PS,0.002848353
6501.T,0.086331035
9435.T,0.004997129
300741.ZK,7.25E-05
TOM.OL,0.00567864
300677.ZK,0.000215479
600378.SH,0.000422328
000623.ZK,0.000283254
2202.HK,0.004048287
601997.SH,0.000284669
ZEE.NS,0.003453438
LBRDA.OQ,0.002121478
2380.HK,0.003002031
AEE.N,0.033603214
603077.SH,0.000335924
SCCO.N,0.009947647
010620.KS,0.002228025
8309.T,0.020419735
PHM.N,0.027687411
300223.ZK,0.000543993
TSKB.IS,0.000324778
2768.T,0.008091639
MNST.OQ,0.064055894
4385.T,0.004377143
VODJ.J,0.005820846
SKBN.TA,0.000998854
HIK.L,0.006046658
603596.SH,0.000534761
002791.ZK,0.000187116
EIMS.IC,0.000713526
AUTOA.L,0.011428893
DABU.NS,0.0061987
035720.KS,0.018941518
ICEAIR.IC,0.000538892
003490.KS,0.005734344
HIG.N,0.033670115
REXP.NS,0.001285054
AMOT.TA,0.001842552
EXCL.JK,0.000886933
5711.T,0.003359926
CHLA.NS,0.008562544
601857.SH,0.002991888
2601.HK,0.009711587
9989.T,0.002989015
9904.TW,0.003986004
6302.T,0.004122412
0151.HK,0.004426616
002142.ZK,0.002408853
ADNOCDIST.AD,0.004800217
0667.HK,0.000245672
300751.ZK,0.000835525
RVTY.N,0.02349593
PEOLES.MX,0.002717784
0069.HK,0.001320428
4185.T,0.007825165
603259.SH,0.002592283
ALSO.PA,0.014251528
NTCJ.J,0.001729404
LDOF.MI,0.008101158
NWS.OQ,0.00368606
000783.ZK,0.000497936
9202.T,0.005661235
000547.ZK,0.000225397
002926.ZK,0.000232909
LBTYK.OQ,0.007231186
ELET3.SA,0.015892207
5831.T,0.005782653
603613.SH,0.000371297
RHBC.KL,0.00301056
000778.ZK,0.000234776
00088K.KS,0.000409432
PINS.N,0.027365074
MOLB.BU,0.006321974
RCL.N,0.035395019
CCL.N,0.027604351
6471.T,0.004248667
0586.HK,0.002540008
SJM.N,0.023177509
ULKER.IS,0.000310506
BR.N,0.029847511
ABUJ.NS,0.005656172
6004.SE,0.001913961
LW.N,0.024781481
HCA.N,0.090216427
STDM.PA,0.009624533
9926.HK,0.00351114
005930.KS,0.411894816
HCLT.NS,0.022925698
000080.KS,0.00076618
EG.N,0.02305981
SBKJ.J,0.021270637
603185.SH,0.000387048
MONET.PR,0.002012701
ASTL.NS,0.004066314
HIAE.NS,0.006784645
0694.HK,0.001748124
JBSS3.SA,0.007816486
601088.SH,0.002922558
8464.TW,0.002323939
3086.T,0.003640158
001979.ZK,0.001300564
ALB.N,0.042236366
2607.HK,0.002335485
RELI.NS,0.176143256
7459.T,0.003741949
1216.TW,0.017937129
000830.ZK,0.000323174
601877.SH,0.000523936
1138.HK,0.002137464
AKE.AX,0.009971945
4161.SE,0.000832491
LUV.N,0.008334708
AMC.AX,0.022411035
7752.T,0.007639788
9945.TW,0.004075807
002939.ZK,0.00038458
0017.HK,0.005033903
BTS.BK,0.002873462
603589.SH,0.000185382
9613.T,0.013375596
6098.T,0.069809809
003670.KS,0.015698734
600009.SH,0.001686819
078930.KS,0.002037963
601231.SH,0.00019839
6845.T,0.006238434
002252.ZK,0.000761207
GLAX.NS,0.001112716
0467.HK,0.001198761
1928.T,0.017643468
6005.TW,0.001459279
COAL.NS,0.009614187
MACT.SI,0.004437519
TLS.AX,0.017807209
000869.ZK,0.000178171
HARL.TA,0.001382434
BZU.MI,0.003404443
329180.KS,0.003236791
EA.OQ,0.057908563
000550.ZK,0.000133389
900932.SS,0.001055205
4612.T,0.01289029
601939.SH,0.000838186
NTGY.MC,0.006264174
0916.HK,0.005143565
9719.T,0.003092272
NBKK.KW,0.036591207
4002.SE,0.005004078
BN.TO,0.080200377
9532.T,0.009233245
MONDE.PS,0.001687721
RTX.N,0.213106172
GODI.NS,0.000765813
300037.ZK,0.000552563
002146.ZK,0.000106787
ILCO.TA,0.001649284
DHER.DE,0.013189215
IMI.L,0.008227316
COL.AX,0.024439557
300244.ZK,0.000211261
LLC.AX,0.005822719
AXAF.PA,0.08089145
COH.AX,0.015493148
MRPJ.J,0.003134618
1211.SE,0.021791261
3323.HK,0.003886389
300136.ZK,0.000282359
9627.T,0.001543987
SAIL.NS,0.002426589
PPG.N,0.054084249
NEST.NS,0.015335177
ICBK.NS,0.028493505
MKL.N,0.027904721
SHMF.NS,0.009268418
TKWY.AS,0.005364616
1072.HK,0.000727322
RATCH.BK,0.001880084
012450.KS,0.005337511
6869.HK,0.000398141
601689.SH,0.001045515
SCHW.N,0.148994165
AMGN.OQ,0.18921235
JBHT.OQ,0.023569501
8283.T,0.00163197
8801.T,0.02704267
TAL.N,0.004076318
001040.KS,0.000961264
600521.SH,0.000401172
FE.N,0.032202039
601928.SH,0.000391098
DOX.OQ,0.01741874
MULT3.SA,0.002320526
SALIK.DU,0.002473201
600115.SH,0.000988392
600219.SH,0.000535837
SVT.L,0.012313011
603267.SH,0.000188597
GDRB.BU,0.005552722
BANB.S,0.004217138
2331.T,0.002895039
6954.T,0.049560849
1044.HK,0.004114369
FTNT.OQ,0.080231835
000703.ZK,0.000341449
2810.T,0.002543904
WCHG.DE,0.00350251
601198.SH,0.000393844
AC.MX,0.007063755
000408.ZK,0.000420824
GRAS.NS,0.012638037
TWLO.N,0.016878205
002352.ZK,0.003409863
9507.T,0.001605578
4452.T,0.025892916
WYNN.OQ,0.017110052
GGBR4.SA,0.009448493
EDPR.LS,0.007469322
NEXII.MI,0.00712642
IFT.NZ,0.007605878
8359.T,0.003254997
ADM.N,0.066681644
600598.SH,0.000368738
GWW.N,0.051653897
BBY.N,0.024777512
BBAS3.SA,0.013126995
RECI.MI,0.007194261
L.N,0.017379285
2628.HK,0.017399443
TEL.OL,0.009874317
MELI.OQ,0.085042084
HEI.N,0.011998883
5938.T,0.005224041
MG.TO,0.024605338
MRO.N,0.023456641
688006.SH,0.000231008
NPHJ.J,0.004497906
4540.T,0.001889491
2333.HK,0.004285937
IGAS.NS,0.003208357
8060.T,0.001805483
IMCD.AS,0.013158779
002080.ZK,0.000507669
006260.KS,0.001773328
BAYE.NS,0.001118601
NEM.N,0.054487453
VOWG_p.DE,0.042288831
002465.ZK,0.000346861
DISB.DU,0.006792808
4208.T,0.002603288
MAHM.NS,0.026763953
002821.ZK,0.000427349
090430.KS,0.003712342
8876.T,0.002207579
603737.SH,0.000470191
MYOR.JK,0.000868007
MDB.OQ,0.042586849
6526.T,0.005588416
HVEL.NS,0.005962271
VERB.VI,0.008172655
SIXG.DE,0.002346712
LICH.NS,0.002155058
0579.HK,0.000555949
CBSH.OQ,0.008859032
300274.ZK,0.002494776
PRX.AS,0.081693597
IQCD.QA,0.007886854
PNR.N,0.016382614
U.N,0.020609911
000799.ZK,0.000441376
NESM.KL,0.002692516
9504.T,0.0030068
SYK.N,0.160484336
0179.HK,0.000784072
8111.T,0.004615559
601333.SH,0.000278828
KLBF.JK,0.003765952
APEX.AD,0.000478666
ALEP.WA,0.005751962
1113.HK,0.016606212
UAL.OQ,0.006850383
US.MI,0.001648959
7832.T,0.020657409
FHZN.S,0.006095851
SQMB.SN,0.016518018
QUINENCO.SN,0.001351631
POLC.NS,0.00366485
601311.SH,0.00016246
CCI.N,0.072828367
603799.SH,0.001128403
NVDA.OQ,1.718737777
5301.T,0.002602168
688690.SH,0.000229559
PETR3.SA,0.037961791
INVEb.ST,0.052014842
300618.ZK,0.000154484
9706.T,0.003776563
000858.ZK,0.009712532
6808.HK,0.000820033
3861.T,0.00508299
IRM.N,0.027248995
4743.TWO,0.003434813
9101.T,0.017865434
TBIG.JK,0.000919029
MPHC.QA,0.003489888
ALPA4.SA,0.000677168
601607.SH,0.000875527
VEEV.N,0.046148835
000061.ZK,0.000168181
BBVA.MC,0.073315933
KOFUBL.MX,0.006719004
TT.N,0.069050641
3289.T,0.005205317
002156.ZK,0.000531761
603893.SH,0.000176266
NOD.OL,0.004033941
RPRX.OQ,0.017471576
2181.T,0.005135929
2328.HK,0.011175854
PCAR.OQ,0.069791912
AGR.N,0.004023547
FDJ.PA,0.006030381
7012.T,0.005504106
ZOREN.IS,0.000197392
GAMU.KL,0.003522475
DLGD.L,0.003768567
002399.ZK,8.91E-05
ETEL.CA,0.000428966
SRG.MI,0.01776715
RMD.N,0.048864158
5444.T,0.002258261
BBL.BK,0.004853801
CME.OQ,0.102270767
HZNP.OQ,0.035450511
8088.T,0.004094466
DSYJ.J,0.006877909
STEL.SI,0.022192554
7974.T,0.07280882
CIMB.KL,0.01387083
0881.HK,0.003461918
051600.KS,0.000831841
APH.N,0.075725244
8306.T,0.138139909
6951.T,0.002248891
9519.T,0.000735104
603355.SH,0.000109891
6412.T,0.001388667
600663.SH,0.000268584
2359.HK,0.004705203
ENPH.OQ,0.037273871
HPE.N,0.034371051
SSE.L,0.038469724
600346.SH,0.000704317
WEGE3.SA,0.016930786
8954.T,0.00507144
SO.N,0.114649857
YUM.N,0.057122155
605117.SH,0.000775636
